cnpj_raiz,vencimento,data_pagamento,data_atraso,data_lancamento,valor_total,transacoes,dias_atraso,target,num_cobrancas,num_pgto_no_dia_total,num_pgto_no_dia_ult_30_dias,num_pgto_no_dia_ult_60_dias,num_pgto_no_dia_ult_90_dias,num_pgto_no_dia_ult_120_dias,num_pgto_atrasado_mais_5_total,num_pgto_atrasado_mais_5_ult_30_dias,num_pgto_atrasado_mais_5_ult_60_dias,num_pgto_atrasado_mais_5_ult_90_dias,num_pgto_atrasado_mais_5_ult_120_dias,num_pgto_atrasado_menos_5_total,num_pgto_atrasado_menos_5_ult_30_dias,num_pgto_atrasado_menos_5_ult_60_dias,num_pgto_atrasado_menos_5_ult_90_dias,num_pgto_atrasado_menos_5_ult_120_dias,num_pgto_adiantado_total,num_pgto_adiantado_ult_30_dias,num_pgto_adiantado_ult_60_dias,num_pgto_adiantado_ult_90_dias,num_pgto_adiantado_ult_120_dias,valor_pgto_no_dia_total,valor_pgto_no_dia_ult_30_dias,valor_pgto_no_dia_ult_60_dias,valor_pgto_no_dia_ult_90_dias,valor_pgto_no_dia_ult_120_dias,valor_pgto_atrasado_mais_5_total,valor_pgto_atrasado_mais_5_ult_30_dias,valor_pgto_atrasado_mais_5_ult_60_dias,valor_pgto_atrasado_mais_5_ult_90_dias,valor_pgto_atrasado_mais_5_ult_120_dias,valor_pgto_atrasado_menos_5_total,valor_pgto_atrasado_menos_5_ult_30_dias,valor_pgto_atrasado_menos_5_ult_60_dias,valor_pgto_atrasado_menos_5_ult_90_dias,valor_pgto_atrasado_menos_5_ult_120_dias,valor_pgto_adiantado_total,valor_pgto_adiantado_ult_30_dias,valor_pgto_adiantado_ult_60_dias,valor_pgto_adiantado_ult_90_dias,valor_pgto_adiantado_ult_120_dias,num_transacoes_pgto_no_dia_total,num_transacoes_pgto_no_dia_ult_30_dias,num_transacoes_pgto_no_dia_ult_60_dias,num_transacoes_pgto_no_dia_ult_90_dias,num_transacoes_pgto_no_dia_ult_120_dias,num_transacoes_pgto_atrasado_mais_5_total,num_transacoes_pgto_atrasado_mais_5_ult_30_dias,num_transacoes_pgto_atrasado_mais_5_ult_60_dias,num_transacoes_pgto_atrasado_mais_5_ult_90_dias,num_transacoes_pgto_atrasado_mais_5_ult_120_dias,num_transacoes_pgto_atrasado_menos_5_total,num_transacoes_pgto_atrasado_menos_5_ult_30_dias,num_transacoes_pgto_atrasado_menos_5_ult_60_dias,num_transacoes_pgto_atrasado_menos_5_ult_90_dias,num_transacoes_pgto_atrasado_menos_5_ult_120_dias,num_transacoes_pgto_adiantado_total,num_transacoes_pgto_adiantado_ult_30_dias,num_transacoes_pgto_adiantado_ult_60_dias,num_transacoes_pgto_adiantado_ult_90_dias,num_transacoes_pgto_adiantado_ult_120_dias,razao_transacoes_pgto_atrasado_mais_5_30_60,razao_transacoes_pgto_atrasado_mais_5_30_90,razao_transacoes_pgto_atrasado_mais_5_30_120,razao_transacoes_pgto_atrasado_menos_5_30_60,razao_transacoes_pgto_atrasado_menos_5_30_90,razao_transacoes_pgto_atrasado_menos_5_30_120,razao_transacoes_pgto_no_dia_30_60,razao_transacoes_pgto_no_dia_30_90,razao_transacoes_pgto_no_dia_30_120,razao_transacoes_pgto_adiantado_30_60,razao_transacoes_pgto_adiantado_30_90,razao_transacoes_pgto_adiantado_30_120
24.721.230,2023-06-21,2023-06-19,2023-06-29,2023-06-14,901.53,2,-2.0,pgto_adiantado,50,25,2,4,6,6,0,0,0,0,0,0,0,0,0,0,25,1,2,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.894.950,2023-06-26,2023-06-12,2023-07-04,2023-06-15,28690.01,17,0.0,vencido,58,12,1,1,1,1,0,0,0,0,0,22,0,0,0,0,24,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.895.241,2023-06-21,2023-06-14,2023-06-29,2023-06-14,17156.38,10,0.0,vencido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.929.902,2023-06-26,2023-06-12,2023-07-04,2023-06-15,9770.45,4,0.0,vencido,8,5,1,2,4,4,0,0,0,0,0,1,0,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.953.072,2023-06-21,2023-06-14,2023-06-29,2023-06-07,36150.51,20,0.0,vencido,140,96,3,7,11,14,0,0,0,0,0,40,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.135.855,2023-06-26,2023-06-12,2023-07-04,2023-06-15,26010.16,11,0.0,vencido,59,42,1,3,4,6,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.137.395,2023-06-14,2023-06-07,2023-06-22,2023-06-07,598.4,1,0.0,vencido,158,54,3,6,8,12,3,0,0,0,0,97,1,2,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.225.450,2021-12-27,2021-12-13,2022-01-04,2021-12-15,5258.83,19,1.0,vencido,63,4,0,1,1,1,7,0,0,0,1,52,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.265.787,2022-01-25,2022-07-15,2022-02-02,2022-01-15,20821.693,57,129.0,vencido,96,3,0,0,0,0,49,1,3,5,7,23,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.759.366,2023-06-30,2023-06-14,2023-07-10,2023-06-15,16319.11,8,-1.0,vencido,72,51,2,4,5,7,2,0,0,1,1,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.902.295,2023-06-21,2023-06-14,2023-06-29,2023-06-14,15680.67,3,0.0,vencido,154,93,3,6,9,14,3,0,0,0,0,47,0,0,1,1,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.157.871,2023-04-24,2023-05-17,2023-05-03,2023-04-14,61648.97,6,20.0,vencido,54,16,1,1,2,3,16,1,5,6,7,21,1,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.178.616,2023-06-20,2023-06-07,2023-06-28,2023-05-31,3070293.516,80,2.0,vencido,98,0,0,0,0,0,19,1,2,4,6,79,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.309.355,2023-06-30,2023-06-09,2023-07-10,2023-06-15,3603.34,1,-4.0,vencido,42,10,0,3,3,4,6,0,0,1,1,18,0,0,0,1,8,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.337.595,2023-06-30,2023-06-15,2023-07-10,2023-06-15,139504.54,20,0.0,vencido,13,12,1,4,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.445.944,2023-06-26,2023-06-12,2023-07-04,2023-06-15,850.28,3,0.0,vencido,61,52,1,3,5,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.475.807,2023-07-03,2023-06-19,2023-07-11,2023-06-15,77924.76,36,0.0,vencido,64,36,1,2,3,5,1,0,0,0,1,15,1,2,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.549.889,2023-05-29,2023-05-15,2023-06-06,2023-05-21,2410.7,2,0.0,vencido,41,37,3,4,8,11,0,0,0,0,0,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.560.116,2023-06-21,2023-06-14,2023-06-29,2023-06-14,1793.88,1,0.0,vencido,138,89,2,5,9,14,0,0,0,0,0,29,0,0,0,0,20,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.586.645,2023-06-26,2023-06-12,2023-07-04,2023-06-14,2444.7,3,0.0,vencido,156,94,3,7,9,10,2,0,0,0,0,54,0,0,0,0,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.593.333,2023-06-21,2023-06-14,2023-06-29,2023-06-14,7110.48,1,0.0,vencido,32,31,3,6,10,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.721.490,2023-06-12,2023-06-05,2023-06-20,2023-05-31,2721.79,2,7.0,vencido,59,28,1,2,2,2,7,0,1,3,3,22,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.762.611,2023-06-20,2023-06-19,2023-06-28,2023-06-13,7312.38,2,0.0,vencido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.789.341,2023-06-21,2023-06-14,2023-06-29,2023-06-14,7649.73,22,0.0,vencido,189,75,3,5,7,12,3,0,0,0,0,46,0,0,1,1,65,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.917.775,2023-06-21,2023-06-12,2023-06-29,2023-05-31,52367.257,7,0.0,vencido,47,43,3,7,11,15,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.921.551,2023-06-20,2023-06-05,2023-06-28,2023-05-31,121740.976,23,0.0,vencido,36,28,2,4,6,7,1,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.970.916,2023-06-14,2023-06-07,2023-06-22,2023-06-07,10295.19,1,0.0,vencido,206,55,3,6,7,12,7,0,0,0,0,108,1,2,4,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.073.770,2023-06-21,2023-06-14,2023-06-29,2023-06-14,27398.53,5,0.0,vencido,83,81,3,6,10,15,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.118.434,2022-12-12,2022-12-12,2022-12-20,2022-11-30,5285.1,1,0.0,pgto_no_dia,81,40,1,3,5,7,1,0,0,0,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.198.835,2022-03-21,2022-09-29,2022-03-29,2022-03-14,199.98,2,134.0,pgto_atrasado_mais_5,55,8,0,0,0,0,2,0,0,0,0,44,2,4,8,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.362.066,2023-02-27,2023-05-17,2023-03-07,2022-09-15,409.05,5,54.0,pgto_atrasado_mais_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.526.108,2023-06-22,2023-06-07,2023-06-30,2023-06-15,3720.635,17,0.0,vencido,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.616.948,2023-06-09,2023-06-14,2023-06-19,2023-05-14,92752.241,29,8.0,vencido,57,23,0,0,2,6,8,1,2,3,3,24,2,5,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.770.873,2023-06-26,2023-06-12,2023-07-04,2023-06-15,8780.773,9,0.0,vencido,25,22,1,3,5,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.799.491,2023-06-30,,2023-07-10,2023-06-15,43816.23,5,,vencido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.822.869,2023-05-29,2023-05-25,2023-06-06,2023-05-14,15176.55,18,3.0,vencido,95,36,0,0,1,3,39,0,1,3,3,19,2,4,6,7,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.892.478,2023-06-21,2023-06-14,2023-06-29,2023-06-14,27982.61,9,0.0,vencido,90,70,0,2,6,10,1,0,0,0,0,17,3,4,4,5,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.073.399,2021-11-16,2021-11-23,2021-11-24,2021-10-31,55779.85,31,14.0,vencido,7,2,0,0,0,2,4,1,3,4,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.129.260,2023-06-26,2023-06-12,2023-07-04,2023-06-15,23182.03,6,0.0,vencido,3,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.147.121,2023-06-30,2023-06-16,2023-07-10,2023-06-15,18088.689,1,1.0,vencido,18,15,1,4,5,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.237.057,2023-06-19,2023-06-19,2023-06-27,2023-06-15,14854.13,2,0.0,pgto_no_dia,5,5,2,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.279.845,2022-10-17,2022-08-30,2022-10-25,2022-09-30,4289.84,1,0.0,vencido,5,2,0,1,1,2,2,0,2,2,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.379.760,2023-06-20,2023-06-14,2023-06-28,2023-05-21,39449.04,12,0.0,vencido,15,15,2,7,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.438.728,2023-06-26,2023-06-12,2023-07-04,2023-06-15,2852.92,7,0.0,vencido,38,17,0,2,2,4,1,0,0,0,0,18,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.537.185,2021-04-15,2021-04-15,2021-04-26,2021-03-31,7582.29,2,0.0,pgto_no_dia,56,4,0,0,0,0,11,1,2,3,3,37,1,2,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.584.269,2022-10-28,2021-10-28,2022-11-08,2022-06-21,3082.61,2,46.0,vencido,30,7,0,0,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.624.978,2023-06-21,2023-06-14,2023-06-29,2023-06-14,77623.15,1,0.0,vencido,67,59,2,5,7,12,0,0,0,0,0,3,0,0,1,1,5,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.678.638,2023-06-26,2023-06-12,2023-07-04,2023-06-15,940.98,3,0.0,vencido,31,22,1,3,5,6,1,0,0,0,0,3,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.770.582,2022-05-25,2022-05-16,2022-06-02,2022-05-15,35230.2,14,4.0,vencido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.958.328,2023-07-05,2023-03-20,2023-07-13,2023-06-15,197.43,2,0.0,vencido,60,43,0,0,1,1,1,0,0,0,1,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.043.505,2023-03-10,2022-07-06,2023-03-20,2023-02-28,375.45,2,70.0,vencido,48,12,0,0,0,0,2,0,0,0,0,19,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.084.424,2022-12-21,2021-11-04,2022-12-29,2022-12-14,103.33,6,45.0,vencido,42,2,0,0,0,0,21,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.225.637,2022-08-30,2022-08-29,2022-09-08,2022-05-21,6606.25,3,0.0,vencido,89,29,0,0,4,5,7,1,2,2,4,52,2,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.233.168,2023-06-21,2023-06-14,2023-06-29,2023-06-14,13345.8,12,0.0,vencido,124,107,3,6,11,16,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.475.222,2023-06-26,2023-06-12,2023-07-04,2023-06-15,5311.75,16,0.0,vencido,75,52,1,3,5,7,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.715.673,2023-06-21,2023-06-14,2023-06-29,2023-06-14,18194.96,7,0.0,vencido,30,21,3,5,8,12,0,0,0,0,0,4,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
